Date,Precip Type,temperature,App. Temp,Avg. Humidity,Avg Wind Speed(mph),Wind Bearing(degrees),Visibility(km),Loud Cover,Pressure(millibar),Daily summary
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Mon, 30 Apr 2018",rain,26.37222222,26.37222222,35.872643,14.0214,10,16.1,0,1016.85,Partly cloudy .
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
"Tue, 01 May 2018",rain,28.51111111,28.51111111,38.763024,12.4883,339,16.1,0,1009.55,Mostly cloudy 
